n.evals.q.1.0.	locomotion.flat._.grid.all.percentile.quality.first.agent.velocity.x.100.quality.first.agent.avg.power	locomotion.flat._.grid.all.percentile.quality.first.agent.velocity.x.100.quality.first.agent.avg.power.min	locomotion.flat._.grid.all.percentile.quality.first.agent.velocity.x.100.quality.first.agent.avg.power.max	locomotion.flat._.grammar.biped.all.percentile.quality.first.agent.velocity.x.100.quality.first.agent.avg.power	locomotion.flat._.grammar.biped.all.percentile.quality.first.agent.velocity.x.100.quality.first.agent.avg.power.min	locomotion.flat._.grammar.biped.all.percentile.quality.first.agent.velocity.x.100.quality.first.agent.avg.power.max	locomotion.flat._.grammar.worm.all.percentile.quality.first.agent.velocity.x.100.quality.first.agent.avg.power	locomotion.flat._.grammar.worm.all.percentile.quality.first.agent.velocity.x.100.quality.first.agent.avg.power.min	locomotion.flat._.grammar.worm.all.percentile.quality.first.agent.velocity.x.100.quality.first.agent.avg.power.max
1.600e+04	2.632e+00	2.181e+00	3.099e+00	1.916e+00	1.545e+00	2.192e+00	1.185e+00	9.318e-01	1.313e+00
1.610e+04	2.692e+00	2.262e+00	3.144e+00	1.916e+00	1.545e+00	2.192e+00	1.185e+00	9.318e-01	1.313e+00
1.620e+04	2.692e+00	2.262e+00	3.144e+00	1.916e+00	1.545e+00	2.192e+00	1.185e+00	9.318e-01	1.313e+00
1.630e+04	2.692e+00	2.262e+00	3.144e+00	1.955e+00	1.550e+00	2.245e+00	1.185e+00	9.318e-01	1.313e+00
1.640e+04	2.692e+00	2.262e+00	3.144e+00	1.955e+00	1.550e+00	2.245e+00	1.185e+00	9.318e-01	1.313e+00
1.650e+04	2.692e+00	2.262e+00	3.144e+00	1.955e+00	1.550e+00	2.245e+00	1.185e+00	9.318e-01	1.313e+00
1.660e+04	2.692e+00	2.262e+00	3.144e+00	1.955e+00	1.550e+00	2.245e+00	1.185e+00	9.318e-01	1.313e+00
1.670e+04	2.692e+00	2.262e+00	3.144e+00	1.955e+00	1.550e+00	2.245e+00	1.176e+00	9.291e-01	1.313e+00
1.680e+04	2.692e+00	2.262e+00	3.144e+00	1.955e+00	1.550e+00	2.245e+00	1.176e+00	9.291e-01	1.313e+00
1.690e+04	2.692e+00	2.262e+00	3.150e+00	1.955e+00	1.550e+00	2.245e+00	1.185e+00	9.318e-01	1.313e+00
1.700e+04	2.692e+00	2.262e+00	3.150e+00	1.955e+00	1.550e+00	2.245e+00	1.185e+00	9.318e-01	1.313e+00
1.710e+04	2.692e+00	2.262e+00	3.150e+00	1.955e+00	1.550e+00	2.250e+00	1.185e+00	9.318e-01	1.313e+00
1.720e+04	2.692e+00	2.262e+00	3.150e+00	1.955e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.730e+04	2.692e+00	2.262e+00	3.150e+00	1.955e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.740e+04	2.692e+00	2.262e+00	3.150e+00	1.955e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.750e+04	2.692e+00	2.262e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.760e+04	2.692e+00	2.262e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.770e+04	2.692e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.780e+04	2.692e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.790e+04	2.692e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.800e+04	2.692e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.810e+04	2.692e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.820e+04	2.737e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.830e+04	2.737e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.840e+04	2.737e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.850e+04	2.737e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.860e+04	2.737e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.870e+04	2.737e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.880e+04	2.737e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.890e+04	2.737e+00	2.262e+00	3.159e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.900e+04	2.692e+00	2.223e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.910e+04	2.692e+00	2.223e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.920e+04	2.692e+00	2.223e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.930e+04	2.692e+00	2.262e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.940e+04	2.692e+00	2.262e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.950e+04	2.692e+00	2.262e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.960e+04	2.692e+00	2.262e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.970e+04	2.692e+00	2.262e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.980e+04	2.692e+00	2.262e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
1.990e+04	2.692e+00	2.262e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
2.000e+04	2.692e+00	2.262e+00	3.150e+00	1.971e+00	1.550e+00	2.250e+00	1.176e+00	9.291e-01	1.313e+00
